h3,land,land_frac,wc_code
8928301000fffff,grassland,0.971,30
8928301002bffff,woodland,0.583,10
8928301003bffff,woodland,0.599,10
89283010047ffff,grassland,0.993,30
89283010063ffff,woodland,0.426,10
89283010067ffff,grassland,0.508,30
8928301006bffff,open water,0.92,80
8928301006fffff,open water,0.491,80
89283010073ffff,grassland,0.96,30
89283010077ffff,grassland,0.652,30
8928301007bffff,grassland,0.517,30
89283010103ffff,grassland,0.597,30
89283010107ffff,developed,0.493,50
8928301010bffff,grassland,0.398,30
8928301010fffff,woodland,0.531,10
89283010117ffff,grassland,0.998,30
8928301011bffff,grassland,0.651,30
89283010123ffff,woodland,0.532,10
89283010127ffff,developed,0.835,50
8928301012bffff,developed,0.639,50
8928301012fffff,developed,0.797,50
89283010133ffff,grassland,0.387,30
89283010137ffff,developed,0.709,50
8928301013bffff,woodland,0.383,10
89283010147ffff,grassland,0.892,30
89283010157ffff,grassland,0.767,30
89283010163ffff,woodland,0.392,10
89283010167ffff,open water,0.423,80
89283010173ffff,woodland,0.628,10
89283010177ffff,developed,0.575,50
8928301017bffff,woodland,0.503,10
892830101abffff,woodland,0.443,10
892830101afffff,woodland,0.905,10
89283010c03ffff,woodland,0.798,10
89283010c0bffff,open water,0.702,80
89283010c13ffff,grassland,0.522,30
89283010c17ffff,grassland,0.626,30
89283010c1bffff,woodland,0.579,10
89283010c37ffff,open water,1.0,80
89283010c43ffff,open water,0.89,80
89283010c53ffff,developed,0.735,50
89283010c57ffff,open water,0.433,80
89283010c5bffff,developed,0.627,50
89283010c83ffff,grassland,0.938,30
89283010c87ffff,grassland,0.859,30
89283010c8fffff,grassland,0.819,30
89283010c93ffff,grassland,0.563,30
89283010c97ffff,developed,0.528,50
89283010c9bffff,grassland,0.661,30
89283010ca3ffff,bare ground,0.491,60
89283010ca7ffff,open water,0.839,80
89283010cabffff,woodland,0.434,10
89283010cafffff,open water,0.648,80
89283010cb3ffff,grassland,0.587,30
89283010cb7ffff,bare ground,0.518,60
89283010cbbffff,grassland,0.988,30
89283010cc3ffff,woodland,0.418,10
89283010cc7ffff,grassland,0.539,30
89283010ccbffff,developed,0.775,50
89283010ccfffff,developed,0.512,50
89283010cd3ffff,grassland,0.93,30
89283010cdbffff,woodland,0.747,10
89283010d83ffff,open water,1.0,80
89283010d87ffff,open water,1.0,80
89283010d8bffff,open water,1.0,80
89283010d93ffff,open water,1.0,80
89283010d97ffff,open water,1.0,80
89283010d9bffff,open water,0.846,80
89283010db7ffff,open water,1.0,80
89283010dc3ffff,open water,1.0,80
89283010dd3ffff,open water,1.0,80
89283010dd7ffff,open water,0.963,80
89283010ddbffff,open water,1.0,80
89283010e93ffff,open water,0.537,80
89283010e97ffff,open water,0.934,80
89283012103ffff,woodland,0.485,10
89283012107ffff,woodland,0.586,10
8928301210bffff,developed,0.787,50
8928301210fffff,developed,0.722,50
89283012113ffff,grassland,0.76,30
89283012117ffff,woodland,0.733,10
8928301211bffff,grassland,0.962,30
89283012123ffff,woodland,0.368,10
89283012127ffff,woodland,0.455,10
8928301212bffff,grassland,0.606,30
8928301212fffff,developed,0.67,50
89283012133ffff,woodland,0.489,10
89283012137ffff,grassland,0.554,30
8928301213bffff,developed,0.482,50
89283012147ffff,grassland,0.883,30
8928301214fffff,grassland,0.903,30
89283012163ffff,grassland,0.967,30
89283012167ffff,grassland,0.809,30
8928301216bffff,grassland,0.847,30
8928301216fffff,grassland,0.577,30
89283012173ffff,grassland,0.459,30
89283012177ffff,grassland,0.92,30
8928301217bffff,grassland,0.702,30
89283012187ffff,woodland,0.504,10
8928301218fffff,woodland,0.508,10
892830121a3ffff,grassland,0.777,30
892830121a7ffff,grassland,0.662,30
892830121abffff,woodland,0.625,10
892830121afffff,woodland,0.622,10
892830121b3ffff,woodland,0.797,10
892830121b7ffff,grassland,0.423,30
892830121bbffff,grassland,0.612,30
89283012303ffff,woodland,0.564,10
89283012307ffff,grassland,0.647,30
8928301230fffff,grassland,0.599,30
89283012313ffff,grassland,0.739,30
89283012317ffff,woodland,0.689,10
89283012323ffff,grassland,0.608,30
89283012327ffff,grassland,0.706,30
89283012333ffff,grassland,0.82,30
89283012337ffff,grassland,0.575,30
8928301233bffff,grassland,0.478,30
89283012377ffff,grassland,0.698,30
89283012387ffff,grassland,0.617,30
8928301238bffff,grassland,0.894,30
8928301238fffff,grassland,0.594,30
892830123a3ffff,grassland,0.543,30
892830123a7ffff,woodland,0.624,10
892830123abffff,grassland,0.622,30
892830123afffff,woodland,0.568,10
892830123b3ffff,grassland,0.503,30
892830123b7ffff,grassland,0.885,30
892830123bbffff,woodland,0.964,10
892830125a7ffff,grassland,0.62,30
892830125b7ffff,developed,0.464,50
89283012803ffff,developed,0.6,50
89283012807ffff,developed,0.536,50
8928301280bffff,developed,0.665,50
8928301280fffff,developed,0.541,50
89283012813ffff,developed,0.571,50
89283012817ffff,developed,0.429,50
8928301281bffff,developed,0.684,50
89283012823ffff,developed,0.737,50
89283012827ffff,developed,0.816,50
8928301282bffff,developed,0.785,50
8928301282fffff,developed,0.655,50
89283012833ffff,developed,0.948,50
89283012837ffff,developed,0.838,50
8928301283bffff,developed,0.558,50
89283012843ffff,developed,0.556,50
89283012847ffff,developed,0.619,50
8928301284bffff,developed,0.655,50
8928301284fffff,developed,0.814,50
89283012853ffff,developed,0.498,50
89283012857ffff,developed,0.691,50
8928301285bffff,grassland,0.819,30
89283012863ffff,developed,0.595,50
89283012867ffff,developed,0.696,50
8928301286bffff,grassland,0.546,30
8928301286fffff,developed,0.428,50
89283012873ffff,developed,0.819,50
89283012877ffff,developed,0.731,50
8928301287bffff,developed,0.713,50
89283012883ffff,developed,0.598,50
89283012887ffff,developed,0.587,50
8928301288bffff,developed,0.593,50
8928301288fffff,developed,0.598,50
89283012893ffff,developed,0.778,50
89283012897ffff,developed,0.604,50
8928301289bffff,developed,0.517,50
892830128a3ffff,grassland,0.788,30
892830128a7ffff,developed,0.719,50
892830128abffff,developed,0.54,50
892830128afffff,developed,0.497,50
892830128b3ffff,developed,0.519,50
892830128b7ffff,developed,0.528,50
892830128bbffff,grassland,0.581,30
892830128c3ffff,developed,0.567,50
892830128c7ffff,developed,0.686,50
892830128cbffff,grassland,0.749,30
892830128cfffff,developed,0.704,50
892830128d3ffff,grassland,0.708,30
892830128d7ffff,grassland,0.424,30
89283012903ffff,open water,1.0,80
89283012907ffff,open water,1.0,80
8928301290bffff,open water,1.0,80
8928301290fffff,open water,1.0,80
89283012913ffff,open water,1.0,80
89283012917ffff,open water,1.0,80
8928301291bffff,open water,1.0,80
89283012923ffff,open water,1.0,80
89283012927ffff,open water,1.0,80
8928301292bffff,open water,1.0,80
8928301292fffff,open water,1.0,80
89283012933ffff,open water,1.0,80
89283012937ffff,open water,1.0,80
8928301293bffff,open water,1.0,80
89283012943ffff,open water,0.476,80
89283012947ffff,open water,1.0,80
8928301294bffff,developed,0.822,50
8928301294fffff,open water,0.691,80
89283012953ffff,developed,0.612,50
89283012957ffff,open water,1.0,80
8928301295bffff,developed,0.815,50
89283012963ffff,open water,1.0,80
89283012967ffff,open water,1.0,80
8928301296bffff,open water,1.0,80
8928301296fffff,open water,1.0,80
89283012973ffff,open water,1.0,80
89283012977ffff,open water,1.0,80
8928301297bffff,open water,1.0,80
89283012983ffff,open water,0.532,80
89283012987ffff,open water,1.0,80
8928301298bffff,open water,1.0,80
8928301298fffff,open water,1.0,80
89283012993ffff,grassland,0.478,30
89283012997ffff,open water,0.985,80
8928301299bffff,developed,0.335,50
892830129a3ffff,open water,1.0,80
892830129a7ffff,open water,1.0,80
892830129abffff,open water,1.0,80
892830129afffff,open water,1.0,80
892830129b3ffff,open water,1.0,80
892830129b7ffff,open water,1.0,80
892830129bbffff,open water,1.0,80
892830129c3ffff,grassland,0.369,30
892830129c7ffff,open water,0.885,80
892830129cbffff,developed,0.415,50
892830129cfffff,open water,0.434,80
892830129d3ffff,developed,0.673,50
892830129d7ffff,grassland,0.606,30
892830129dbffff,developed,0.709,50
89283012a03ffff,grassland,0.906,30
89283012a07ffff,grassland,0.737,30
89283012a0bffff,grassland,0.944,30
89283012a0fffff,grassland,0.473,30
89283012a13ffff,grassland,0.883,30
89283012a17ffff,grassland,0.856,30
89283012a1bffff,grassland,0.998,30
89283012a23ffff,grassland,0.469,30
89283012a27ffff,developed,0.763,50
89283012a2bffff,grassland,0.904,30
89283012a2fffff,grassland,0.42,30
89283012a33ffff,grassland,0.847,30
89283012a37ffff,grassland,0.447,30
89283012a3bffff,developed,0.579,50
89283012a63ffff,grassland,0.894,30
89283012a67ffff,grassland,0.858,30
89283012a6fffff,grassland,0.918,30
89283012a73ffff,grassland,0.914,30
89283012a77ffff,grassland,0.812,30
89283012a83ffff,grassland,0.941,30
89283012a87ffff,grassland,0.76,30
89283012a8bffff,grassland,0.827,30
89283012a8fffff,grassland,1.0,30
89283012a93ffff,grassland,0.6,30
89283012a97ffff,grassland,0.675,30
89283012a9bffff,grassland,1.0,30
89283012aa3ffff,grassland,0.765,30
89283012aa7ffff,grassland,0.758,30
89283012aabffff,grassland,0.729,30
89283012aafffff,grassland,0.585,30
89283012ab3ffff,grassland,0.841,30
89283012ab7ffff,grassland,0.91,30
89283012abbffff,grassland,0.835,30
89283012ac7ffff,grassland,0.982,30
89283012ad7ffff,grassland,0.963,30
89283012b03ffff,developed,0.535,50
89283012b07ffff,open water,1.0,80
89283012b0bffff,developed,0.898,50
89283012b0fffff,developed,0.506,50
89283012b13ffff,developed,0.536,50
89283012b17ffff,open water,0.684,80
89283012b1bffff,developed,0.834,50
89283012b23ffff,open water,1.0,80
89283012b2bffff,open water,1.0,80
89283012b2fffff,open water,1.0,80
89283012b33ffff,open water,1.0,80
89283012b3bffff,open water,1.0,80
89283012b43ffff,developed,0.804,50
89283012b47ffff,developed,0.958,50
89283012b4bffff,developed,0.602,50
89283012b4fffff,developed,0.452,50
89283012b53ffff,developed,0.869,50
89283012b57ffff,developed,0.918,50
89283012b5bffff,developed,0.407,50
89283012b63ffff,developed,0.525,50
89283012b67ffff,open water,0.918,80
89283012b6bffff,open water,0.872,80
89283012b6fffff,open water,0.986,80
89283012b73ffff,developed,0.976,50
89283012b77ffff,developed,0.524,50
89283012b7bffff,developed,0.446,50
89283012b83ffff,developed,0.822,50
89283012b87ffff,developed,0.928,50
89283012b8bffff,developed,0.643,50
89283012b8fffff,developed,0.83,50
89283012b93ffff,developed,0.639,50
89283012b97ffff,developed,0.784,50
89283012b9bffff,developed,0.827,50
89283012ba3ffff,open water,0.918,80
89283012ba7ffff,open water,1.0,80
89283012babffff,open water,1.0,80
89283012bafffff,open water,1.0,80
89283012bb3ffff,developed,0.545,50
89283012bb7ffff,open water,0.97,80
89283012bbbffff,open water,0.63,80
89283012bc3ffff,developed,0.821,50
89283012bc7ffff,grassland,0.63,30
89283012bcbffff,developed,0.831,50
89283012bcfffff,developed,0.963,50
89283012bd3ffff,grassland,0.588,30
89283012bd7ffff,grassland,0.873,30
89283012bdbffff,developed,0.422,50
89283012c03ffff,grassland,0.601,30
89283012c07ffff,developed,0.717,50
89283012c0bffff,grassland,0.496,30
89283012c0fffff,grassland,0.532,30
89283012c13ffff,grassland,0.558,30
89283012c17ffff,grassland,0.525,30
89283012c1bffff,woodland,0.538,10
89283012c23ffff,developed,0.512,50
89283012c27ffff,developed,0.701,50
89283012c2bffff,developed,0.519,50
89283012c2fffff,woodland,0.542,10
89283012c33ffff,developed,0.716,50
89283012c37ffff,developed,0.735,50
89283012c3bffff,developed,0.553,50
89283012c43ffff,developed,0.574,50
89283012c47ffff,developed,0.555,50
89283012c4bffff,developed,0.659,50
89283012c4fffff,developed,0.606,50
89283012c53ffff,grassland,0.347,30
89283012c57ffff,developed,0.512,50
89283012c5bffff,developed,0.727,50
89283012c63ffff,developed,0.7,50
89283012c67ffff,developed,0.738,50
89283012c6bffff,developed,0.488,50
89283012c6fffff,developed,0.776,50
89283012c73ffff,developed,0.485,50
89283012c77ffff,grassland,0.421,30
89283012c7bffff,developed,0.657,50
89283012c83ffff,grassland,0.64,30
89283012c87ffff,grassland,0.802,30
89283012c8bffff,grassland,0.742,30
89283012c8fffff,developed,0.357,50
89283012c93ffff,woodland,0.513,10
89283012c97ffff,developed,0.521,50
89283012c9bffff,woodland,0.604,10
89283012ca3ffff,woodland,0.467,10
89283012ca7ffff,developed,0.584,50
89283012cabffff,developed,0.606,50
89283012cafffff,woodland,0.467,10
89283012cb3ffff,grassland,0.869,30
89283012cb7ffff,grassland,0.8,30
89283012cbbffff,woodland,0.377,10
89283012cc3ffff,grassland,0.544,30
89283012cc7ffff,grassland,0.777,30
89283012ccbffff,grassland,0.544,30
89283012ccfffff,woodland,0.61,10
89283012cd3ffff,grassland,0.791,30
89283012cd7ffff,grassland,0.529,30
89283012cdbffff,grassland,0.653,30
89283012d03ffff,developed,0.604,50
89283012d07ffff,developed,0.429,50
89283012d0bffff,developed,0.5,50
89283012d0fffff,developed,0.687,50
89283012d13ffff,developed,0.893,50
89283012d17ffff,developed,0.499,50
89283012d1bffff,developed,0.752,50
89283012d23ffff,developed,0.521,50
89283012d27ffff,open water,0.462,80
89283012d2bffff,developed,0.632,50
89283012d2fffff,open water,0.428,80
89283012d33ffff,developed,0.818,50
89283012d37ffff,developed,0.603,50
89283012d3bffff,developed,0.691,50
89283012d43ffff,developed,0.527,50
89283012d47ffff,woodland,0.65,10
89283012d4bffff,developed,0.485,50
89283012d4fffff,developed,0.527,50
89283012d53ffff,developed,0.565,50
89283012d57ffff,developed,0.582,50
89283012d5bffff,developed,0.653,50
89283012d63ffff,grassland,0.6,30
89283012d67ffff,developed,0.588,50
89283012d6bffff,developed,0.658,50
89283012d6fffff,grassland,0.445,30
89283012d73ffff,developed,0.555,50
89283012d77ffff,developed,0.526,50
89283012d7bffff,developed,0.751,50
89283012d83ffff,developed,0.617,50
89283012d87ffff,woodland,0.524,10
89283012d8bffff,developed,0.691,50
89283012d8fffff,developed,0.66,50
89283012d93ffff,developed,0.66,50
89283012d97ffff,grassland,0.506,30
89283012d9bffff,developed,0.477,50
89283012da3ffff,developed,0.601,50
89283012da7ffff,developed,0.528,50
89283012dabffff,developed,0.446,50
89283012dafffff,developed,0.558,50
89283012db3ffff,developed,0.621,50
89283012db7ffff,developed,0.775,50
89283012dbbffff,developed,0.715,50
89283012dc3ffff,developed,0.864,50
89283012dc7ffff,developed,0.524,50
89283012dcbffff,woodland,0.441,10
89283012dcfffff,developed,0.524,50
89283012dd3ffff,developed,0.682,50
89283012dd7ffff,grassland,0.596,30
89283012ddbffff,grassland,0.477,30
89283012e1bffff,grassland,0.606,30
89283012e2fffff,grassland,0.921,30
89283012e67ffff,grassland,0.345,30
89283012e6fffff,grassland,0.973,30
89283012e83ffff,grassland,0.87,30
89283012e87ffff,developed,0.591,50
89283012e8bffff,grassland,0.968,30
89283012e8fffff,grassland,0.639,30
89283012e93ffff,developed,0.544,50
89283012e97ffff,developed,0.519,50
89283012e9bffff,grassland,0.869,30
89283012ea3ffff,grassland,0.798,30
89283012ea7ffff,grassland,0.76,30
89283012eb3ffff,developed,0.688,50
89283012eb7ffff,grassland,0.528,30
89283012ebbffff,grassland,0.55,30
89283012ec3ffff,grassland,0.811,30
89283012ec7ffff,grassland,0.753,30
89283012ecbffff,grassland,0.416,30
89283012ecfffff,grassland,0.588,30
89283012ed3ffff,woodland,0.788,10
89283012ed7ffff,woodland,0.762,10
89283012edbffff,grassland,0.829,30
8928301601bffff,open water,1.0,80
89283016043ffff,open water,1.0,80
89283016047ffff,open water,1.0,80
8928301604bffff,open water,1.0,80
8928301604fffff,open water,1.0,80
89283016053ffff,open water,1.0,80
89283016057ffff,open water,1.0,80
8928301605bffff,open water,1.0,80
8928301608bffff,open water,1.0,80
89283016093ffff,open water,1.0,80
8928301609bffff,open water,1.0,80
892830160c3ffff,open water,1.0,80
892830160c7ffff,open water,1.0,80
892830160cbffff,open water,1.0,80
892830160cfffff,open water,1.0,80
892830160d3ffff,open water,1.0,80
892830160d7ffff,open water,1.0,80
892830160dbffff,open water,1.0,80
89283016203ffff,open water,1.0,80
89283016207ffff,open water,1.0,80
8928301620bffff,open water,1.0,80
8928301620fffff,open water,1.0,80
89283016213ffff,open water,1.0,80
89283016217ffff,open water,1.0,80
8928301621bffff,open water,1.0,80
89283016243ffff,open water,1.0,80
89283016247ffff,open water,1.0,80
8928301624bffff,open water,1.0,80
8928301624fffff,open water,1.0,80
89283016253ffff,open water,1.0,80
89283016257ffff,open water,1.0,80
8928301625bffff,open water,1.0,80
89283016263ffff,open water,1.0,80
8928301626bffff,open water,1.0,80
89283016273ffff,open water,1.0,80
8928301627bffff,open water,1.0,80
89283016283ffff,open water,1.0,80
89283016287ffff,open water,1.0,80
8928301628bffff,open water,1.0,80
8928301628fffff,open water,1.0,80
89283016293ffff,open water,1.0,80
89283016297ffff,open water,1.0,80
8928301629bffff,open water,1.0,80
892830162abffff,open water,1.0,80
892830162b3ffff,open water,1.0,80
892830162bbffff,open water,1.0,80
892830162c3ffff,open water,1.0,80
892830162c7ffff,open water,1.0,80
892830162cbffff,open water,1.0,80
892830162cfffff,open water,1.0,80
892830162d3ffff,open water,1.0,80
892830162d7ffff,open water,1.0,80
892830162dbffff,open water,1.0,80
89283016403ffff,open water,1.0,80
89283016407ffff,open water,1.0,80
8928301640bffff,open water,1.0,80
8928301640fffff,open water,1.0,80
89283016413ffff,open water,1.0,80
89283016417ffff,open water,1.0,80
8928301641bffff,open water,1.0,80
89283016423ffff,open water,1.0,80
8928301642bffff,open water,1.0,80
8928301642fffff,open water,1.0,80
89283016433ffff,open water,1.0,80
8928301643bffff,open water,1.0,80
89283016443ffff,open water,1.0,80
89283016447ffff,open water,1.0,80
8928301644bffff,open water,1.0,80
8928301644fffff,open water,1.0,80
89283016453ffff,open water,1.0,80
89283016457ffff,open water,1.0,80
8928301645bffff,open water,1.0,80
89283016463ffff,open water,1.0,80
89283016467ffff,open water,1.0,80
8928301646bffff,open water,1.0,80
8928301646fffff,open water,1.0,80
89283016473ffff,open water,1.0,80
89283016477ffff,open water,1.0,80
8928301647bffff,open water,1.0,80
89283016483ffff,open water,1.0,80
89283016487ffff,open water,1.0,80
8928301648bffff,open water,1.0,80
8928301648fffff,open water,1.0,80
89283016493ffff,open water,1.0,80
89283016497ffff,open water,1.0,80
8928301649bffff,open water,1.0,80
892830164a3ffff,open water,1.0,80
892830164a7ffff,open water,1.0,80
892830164abffff,open water,1.0,80
892830164afffff,open water,1.0,80
892830164b3ffff,open water,1.0,80
892830164b7ffff,open water,1.0,80
892830164bbffff,open water,1.0,80
892830164c3ffff,open water,1.0,80
892830164c7ffff,open water,1.0,80
892830164cbffff,open water,1.0,80
892830164cfffff,open water,1.0,80
892830164d3ffff,open water,1.0,80
892830164d7ffff,open water,1.0,80
892830164dbffff,open water,1.0,80
89283016603ffff,open water,1.0,80
89283016607ffff,open water,1.0,80
8928301660bffff,open water,1.0,80
8928301660fffff,open water,1.0,80
89283016613ffff,open water,1.0,80
89283016617ffff,open water,1.0,80
8928301661bffff,open water,1.0,80
89283016623ffff,open water,1.0,80
89283016627ffff,open water,1.0,80
8928301662bffff,open water,1.0,80
8928301662fffff,open water,1.0,80
89283016633ffff,open water,1.0,80
89283016637ffff,open water,1.0,80
8928301663bffff,open water,1.0,80
89283016643ffff,open water,1.0,80
89283016647ffff,open water,1.0,80
8928301664bffff,open water,1.0,80
8928301664fffff,open water,1.0,80
89283016653ffff,open water,1.0,80
89283016657ffff,open water,1.0,80
8928301665bffff,open water,1.0,80
89283016663ffff,open water,1.0,80
89283016667ffff,open water,1.0,80
8928301666bffff,open water,1.0,80
8928301666fffff,open water,1.0,80
89283016673ffff,open water,1.0,80
89283016677ffff,open water,1.0,80
8928301667bffff,open water,1.0,80
89283016683ffff,open water,1.0,80
89283016687ffff,open water,1.0,80
8928301668bffff,open water,1.0,80
8928301668fffff,open water,1.0,80
89283016693ffff,open water,1.0,80
89283016697ffff,open water,1.0,80
8928301669bffff,open water,1.0,80
892830166a3ffff,open water,1.0,80
892830166a7ffff,open water,1.0,80
892830166abffff,open water,1.0,80
892830166afffff,open water,1.0,80
892830166b3ffff,open water,1.0,80
892830166b7ffff,open water,1.0,80
892830166bbffff,open water,1.0,80
892830166c3ffff,open water,1.0,80
892830166c7ffff,open water,1.0,80
892830166cbffff,open water,1.0,80
892830166cfffff,open water,1.0,80
892830166d3ffff,open water,1.0,80
892830166d7ffff,open water,1.0,80
892830166dbffff,open water,1.0,80
89283017003ffff,open water,1.0,80
89283017007ffff,open water,1.0,80
8928301700bffff,open water,1.0,80
8928301700fffff,open water,1.0,80
89283017013ffff,open water,1.0,80
89283017017ffff,open water,1.0,80
8928301701bffff,open water,1.0,80
89283017023ffff,open water,1.0,80
89283017027ffff,open water,1.0,80
8928301702bffff,open water,1.0,80
89283017033ffff,open water,1.0,80
89283017037ffff,open water,1.0,80
8928301703bffff,open water,1.0,80
89283017043ffff,open water,1.0,80
89283017047ffff,open water,1.0,80
8928301704bffff,open water,1.0,80
8928301704fffff,open water,1.0,80
89283017053ffff,open water,1.0,80
89283017057ffff,open water,1.0,80
8928301705bffff,open water,1.0,80
89283017073ffff,open water,1.0,80
89283017077ffff,open water,1.0,80
89283017083ffff,open water,1.0,80
89283017087ffff,open water,1.0,80
8928301708bffff,open water,1.0,80
8928301708fffff,open water,1.0,80
89283017093ffff,open water,1.0,80
89283017097ffff,open water,1.0,80
8928301709bffff,open water,1.0,80
892830170a3ffff,open water,1.0,80
892830170a7ffff,open water,1.0,80
892830170abffff,open water,1.0,80
892830170afffff,open water,1.0,80
892830170b3ffff,open water,1.0,80
892830170b7ffff,open water,1.0,80
892830170bbffff,open water,1.0,80
892830170c3ffff,open water,1.0,80
892830170c7ffff,open water,1.0,80
892830170cbffff,open water,1.0,80
892830170cfffff,open water,1.0,80
892830170d3ffff,open water,1.0,80
892830170d7ffff,open water,1.0,80
892830170dbffff,open water,1.0,80
89283017103ffff,open water,1.0,80
89283017107ffff,open water,1.0,80
8928301710bffff,open water,1.0,80
89283017113ffff,open water,1.0,80
89283017117ffff,open water,1.0,80
8928301711bffff,open water,1.0,80
89283017153ffff,open water,1.0,80
89283017157ffff,open water,1.0,80
89283017183ffff,open water,1.0,80
89283017187ffff,open water,1.0,80
8928301718bffff,open water,1.0,80
8928301718fffff,open water,1.0,80
89283017193ffff,open water,1.0,80
89283017197ffff,open water,1.0,80
8928301719bffff,open water,1.0,80
892830171a3ffff,open water,1.0,80
892830171a7ffff,open water,1.0,80
892830171abffff,open water,1.0,80
892830171afffff,open water,1.0,80
892830171b3ffff,open water,1.0,80
892830171b7ffff,open water,1.0,80
892830171bbffff,open water,1.0,80
892830171c3ffff,open water,1.0,80
892830171c7ffff,open water,1.0,80
892830171cbffff,open water,1.0,80
892830171cfffff,open water,1.0,80
892830171d3ffff,open water,1.0,80
892830171d7ffff,open water,1.0,80
892830171dbffff,open water,1.0,80
89283017293ffff,open water,1.0,80
89283017297ffff,open water,1.0,80
89283017403ffff,open water,1.0,80
89283017407ffff,open water,1.0,80
8928301740bffff,open water,1.0,80
8928301740fffff,open water,1.0,80
89283017413ffff,open water,1.0,80
89283017417ffff,open water,1.0,80
8928301741bffff,open water,1.0,80
89283017423ffff,open water,1.0,80
89283017427ffff,open water,1.0,80
8928301742bffff,open water,1.0,80
8928301742fffff,open water,1.0,80
89283017433ffff,open water,1.0,80
89283017437ffff,open water,1.0,80
8928301743bffff,open water,1.0,80
89283017443ffff,open water,1.0,80
89283017447ffff,open water,1.0,80
8928301744bffff,open water,1.0,80
8928301744fffff,open water,1.0,80
89283017453ffff,open water,1.0,80
89283017457ffff,open water,1.0,80
8928301745bffff,open water,1.0,80
89283017463ffff,open water,1.0,80
89283017467ffff,open water,1.0,80
8928301746bffff,open water,1.0,80
8928301746fffff,open water,1.0,80
89283017473ffff,open water,1.0,80
89283017477ffff,open water,1.0,80
8928301747bffff,open water,1.0,80
89283017483ffff,open water,1.0,80
89283017487ffff,open water,1.0,80
8928301748bffff,open water,1.0,80
8928301748fffff,open water,1.0,80
89283017493ffff,open water,1.0,80
89283017497ffff,open water,1.0,80
8928301749bffff,open water,1.0,80
892830174a3ffff,open water,1.0,80
892830174a7ffff,open water,1.0,80
892830174abffff,open water,1.0,80
892830174afffff,open water,1.0,80
892830174b3ffff,open water,1.0,80
892830174b7ffff,open water,1.0,80
892830174bbffff,open water,1.0,80
892830174c3ffff,open water,1.0,80
892830174c7ffff,open water,1.0,80
892830174cbffff,open water,1.0,80
892830174cfffff,open water,1.0,80
892830174d3ffff,open water,1.0,80
892830174d7ffff,open water,1.0,80
892830174dbffff,open water,1.0,80
89283017503ffff,open water,1.0,80
89283017507ffff,open water,1.0,80
8928301750bffff,open water,1.0,80
8928301750fffff,open water,1.0,80
89283017513ffff,open water,1.0,80
89283017517ffff,open water,1.0,80
8928301751bffff,open water,1.0,80
89283017523ffff,open water,1.0,80
89283017527ffff,open water,1.0,80
8928301752bffff,open water,1.0,80
8928301752fffff,open water,1.0,80
89283017533ffff,open water,1.0,80
89283017537ffff,open water,1.0,80
8928301753bffff,open water,1.0,80
89283017543ffff,open water,1.0,80
89283017547ffff,open water,1.0,80
8928301754bffff,open water,1.0,80
8928301754fffff,open water,1.0,80
89283017553ffff,open water,1.0,80
89283017557ffff,open water,1.0,80
8928301755bffff,open water,1.0,80
89283017563ffff,open water,1.0,80
89283017567ffff,open water,1.0,80
8928301756bffff,open water,1.0,80
8928301756fffff,open water,1.0,80
89283017573ffff,open water,1.0,80
89283017577ffff,open water,1.0,80
8928301757bffff,open water,1.0,80
89283017583ffff,open water,1.0,80
89283017587ffff,open water,1.0,80
8928301758bffff,open water,1.0,80
8928301758fffff,open water,1.0,80
89283017593ffff,open water,1.0,80
89283017597ffff,open water,1.0,80
8928301759bffff,open water,1.0,80
892830175a3ffff,open water,1.0,80
892830175a7ffff,open water,1.0,80
892830175abffff,open water,1.0,80
892830175afffff,open water,1.0,80
892830175b3ffff,open water,1.0,80
892830175b7ffff,open water,1.0,80
892830175bbffff,open water,1.0,80
892830175c3ffff,open water,1.0,80
892830175c7ffff,open water,1.0,80
892830175cbffff,open water,1.0,80
892830175cfffff,open water,1.0,80
892830175d3ffff,open water,1.0,80
892830175d7ffff,open water,1.0,80
892830175dbffff,open water,1.0,80
89283017603ffff,open water,1.0,80
89283017607ffff,open water,1.0,80
8928301760bffff,open water,1.0,80
8928301760fffff,open water,1.0,80
89283017613ffff,open water,1.0,80
89283017617ffff,open water,1.0,80
8928301761bffff,open water,1.0,80
89283017623ffff,open water,1.0,80
89283017627ffff,open water,1.0,80
8928301762bffff,open water,1.0,80
8928301762fffff,open water,1.0,80
89283017633ffff,open water,1.0,80
89283017637ffff,open water,1.0,80
8928301763bffff,open water,1.0,80
89283017643ffff,open water,1.0,80
89283017647ffff,open water,1.0,80
8928301764fffff,open water,1.0,80
89283017653ffff,open water,1.0,80
89283017657ffff,open water,1.0,80
89283017663ffff,open water,1.0,80
89283017667ffff,open water,1.0,80
8928301766bffff,open water,1.0,80
8928301766fffff,open water,1.0,80
89283017673ffff,open water,1.0,80
89283017677ffff,open water,1.0,80
8928301767bffff,open water,1.0,80
89283017683ffff,open water,1.0,80
89283017687ffff,open water,1.0,80
8928301768bffff,open water,1.0,80
8928301768fffff,open water,1.0,80
89283017693ffff,open water,1.0,80
89283017697ffff,open water,1.0,80
8928301769bffff,open water,1.0,80
892830176a3ffff,open water,1.0,80
892830176a7ffff,open water,1.0,80
892830176abffff,open water,1.0,80
892830176afffff,open water,1.0,80
892830176b3ffff,open water,1.0,80
892830176b7ffff,open water,1.0,80
