h3,name,holc,access_min,access_km,street_m,access_src,access_snap_m,access_quality,inside_frac
89283012b57ffff,Bayo Vista NE 3,,21.3,1.7,294.0,routed,77.0,network-estimate,1.0
89283012b5bffff,Bayo Vista NE 7,,31.4,2.52,0.0,routed,253.0,approach-review,1.0
89283012b63ffff,Bayo Vista N 9,,28.6,2.28,0.0,routed,138.0,approach-review,1.0
89283012b67ffff,Bayo Vista N 10,,30.5,2.44,0.0,routed,348.0,approach-review,1.0
89283012b6bffff,Bayo Vista N 11,,34.8,2.78,0.0,routed,357.0,approach-review,1.0
89283012b6fffff,Bayo Vista N 13,,32.7,2.62,0.0,routed,470.0,approach-review,1.0
89283012b73ffff,Bayo Vista N 6,,23.3,1.86,290.0,routed,108.0,approach-review,1.0
89283012b77ffff,Bayo Vista N 7,,24.7,1.97,0.0,routed,157.0,approach-review,1.0
89283012b7bffff,Bayo Vista NE 8,,26.9,2.15,367.0,routed,139.0,approach-review,1.0
89283012b83ffff,Rodeo E,,5.4,0.43,1803.0,routed,149.0,approach-review,1.0
89283012b87ffff,Rodeo N,,0.9,0.07,2685.0,routed,49.0,network-estimate,1.0
89283012b8bffff,Bayo Vista,,9.9,0.79,1280.0,routed,53.0,network-estimate,1.0
89283012b8fffff,Bayo Vista W,,6.8,0.55,1797.0,routed,86.0,network-estimate,1.0
89283012b93ffff,Rodeo SE,,8.5,0.68,1310.0,routed,112.0,approach-review,1.0
89283012b97ffff,Rodeo,,4.6,0.36,1563.0,routed,12.0,network-estimate,1.0
89283012b9bffff,Bayo Vista S,,10.9,0.87,1767.0,routed,107.0,approach-review,1.0
89283012ba3ffff,Bayo Vista W 3,,8.3,0.67,0.0,routed,292.0,approach-review,1.0
89283012ba7ffff,Bayo Vista W 4,,11.8,0.95,0.0,routed,640.0,approach-review,1.0
89283012babffff,Bayo Vista NW 3,,10.2,0.81,0.0,routed,453.0,approach-review,1.0
89283012bafffff,Bayo Vista NW 5,,12.2,0.97,0.0,routed,671.0,approach-review,0.644
89283012bb3ffff,Rodeo NW,,4.8,0.38,668.0,routed,83.0,network-estimate,1.0
89283012bb7ffff,Rodeo NW 2,,9.3,0.74,0.0,routed,372.0,approach-review,1.0
89283012bbbffff,Bayo Vista W 2,,5.6,0.45,669.0,routed,134.0,approach-review,1.0
89283012bc3ffff,Bayo Vista E 2,,22.1,1.77,0.0,routed,171.0,approach-review,1.0
89283012bc7ffff,Bayo Vista E,,14.1,1.13,33.0,routed,158.0,approach-review,1.0
89283012bcbffff,Bayo Vista E 3,,27.3,2.19,572.0,routed,185.0,approach-review,1.0
89283012bcfffff,Bayo Vista NE 2,,21.6,1.73,0.0,routed,165.0,approach-review,1.0
89283012bd3ffff,Bayo Vista SE 3,,19.8,1.58,0.0,routed,224.0,approach-review,1.0
89283012bd7ffff,Bayo Vista SE,,18.1,1.44,0.0,routed,126.0,approach-review,1.0
89283012bdbffff,Bayo Vista E 4,,27.7,2.22,83.0,routed,219.0,approach-review,1.0
89283012c03ffff,Valley Oak Villas SE 11,,17.7,1.42,554.0,routed,306.0,approach-review,1.0
89283012c07ffff,Valley Oak Villas SE 7,,22.6,1.81,1216.0,routed,113.0,approach-review,1.0
89283012c0bffff,Valley Oak Villas SE 12,,11.2,0.89,651.0,routed,127.0,approach-review,1.0
89283012c0fffff,Valley Oak Villas SE 8,,15.1,1.21,591.0,routed,239.0,approach-review,1.0
89283012c13ffff,Valley Oak Villas SE 14,,35.6,2.85,588.0,routed,137.0,approach-review,1.0
89283012c17ffff,Valley Oak Villas SE 9,,29.4,2.36,599.0,routed,238.0,approach-review,1.0
89283012c1bffff,Valley Oak Villas SE 15,,10.0,0.8,432.0,routed,337.0,approach-review,1.0
89283012c23ffff,Valley Oak Villas SE 3,,19.9,1.59,1067.0,routed,208.0,approach-review,1.0
89283012c27ffff,Valley Oak Villas SE,,14.8,1.18,1146.0,routed,188.0,approach-review,1.0
89283012c2bffff,Valley Oak Villas E 5,,20.0,1.6,2422.0,routed,79.0,network-estimate,1.0
89283012c2fffff,Valley Oak Villas E 2,,14.9,1.19,1820.0,routed,102.0,approach-review,1.0
89283012c33ffff,Valley Oak Villas SE 4,,25.5,2.04,1050.0,routed,185.0,approach-review,1.0
89283012c37ffff,Valley Oak Villas SE 2,,21.1,1.69,1354.0,routed,46.0,network-estimate,1.0
89283012c3bffff,Valley Oak Villas SE 5,,20.2,1.61,1180.0,routed,175.0,approach-review,1.0
89283012c43ffff,Valley Oak Villas E 20,,1.9,0.15,827.0,routed,121.0,approach-review,1.0
89283012c47ffff,Valley Oak Villas E 16,,15.0,1.2,1031.0,routed,156.0,approach-review,1.0
89283012c4bffff,Valley Oak Villas E 23,,13.3,1.06,1302.0,routed,85.0,network-estimate,1.0
89283012c4fffff,Valley Oak Villas E 19,,14.7,1.17,1165.0,routed,155.0,approach-review,1.0
89283012c53ffff,Valley Oak Villas SE 21,,2.9,0.23,1343.0,routed,81.0,network-estimate,1.0
89283012c57ffff,Valley Oak Villas SE 16,,6.2,0.49,687.0,routed,100.0,network-estimate,1.0
89283012c5bffff,Valley Oak Villas E 24,,9.5,0.76,1099.0,routed,153.0,approach-review,1.0
89283012c63ffff,Valley Oak Villas E 10,,13.5,1.08,1424.0,routed,100.0,network-estimate,1.0
89283012c67ffff,Valley Oak Villas E 6,,9.1,0.73,2077.0,routed,133.0,approach-review,1.0
89283012c6bffff,Valley Oak Villas E 13,,17.1,1.37,557.0,routed,124.0,approach-review,1.0
89283012c6fffff,Valley Oak Villas E 9,,13.7,1.09,1543.0,routed,103.0,approach-review,1.0
89283012c73ffff,Valley Oak Villas E 12,,13.9,1.12,1112.0,routed,143.0,approach-review,1.0
89283012c77ffff,Valley Oak Villas E 8,,10.8,0.86,896.0,routed,203.0,approach-review,1.0
89283012c7bffff,Valley Oak Villas E 15,,18.2,1.46,1369.0,routed,170.0,approach-review,1.0
89283012c83ffff,Valley Oak Villas SE 18,,33.6,2.69,402.0,routed,326.0,approach-review,1.0
89283012c87ffff,Westwood SE 10,,32.1,2.56,287.0,routed,92.0,network-estimate,1.0
89283012c8bffff,Valley Oak Villas SE 17,,38.4,3.07,157.0,routed,359.0,approach-review,1.0
89283012c8fffff,Valley Oak Villas SE 13,,36.7,2.94,523.0,routed,188.0,approach-review,1.0
89283012c93ffff,Carriage Hills North N 16,,31.6,2.53,160.0,routed,222.0,approach-review,1.0
89283012c97ffff,Carriage Hills North NW 22,,28.6,2.29,1105.0,routed,167.0,approach-review,1.0
89283012c9bffff,Carriage Hills North N 19,,27.2,2.18,0.0,routed,342.0,approach-review,1.0
89283012ca3ffff,Westwood SE 6,,25.9,2.08,483.0,routed,219.0,approach-review,1.0
89283012ca7ffff,Westwood SE 4,,21.9,1.76,1047.0,routed,161.0,approach-review,1.0
89283012cabffff,Valley Oak Villas SE 6,,28.8,2.3,1006.0,routed,99.0,network-estimate,1.0
89283012cafffff,Valley Oak Villas S 2,,26.1,2.09,597.0,routed,192.0,approach-review,1.0
89283012cb3ffff,Westwood SE 7,,27.2,2.18,110.0,routed,113.0,approach-review,1.0
89283012cb7ffff,Westwood SE 5,,22.6,1.81,0.0,routed,223.0,approach-review,1.0
89283012cbbffff,Valley Oak Villas SE 10,,32.0,2.56,633.0,routed,177.0,approach-review,1.0
89283012cc3ffff,Valley Oak Villas SE 22,,14.3,1.14,0.0,routed,463.0,approach-review,1.0
89283012cc7ffff,Valley Oak Villas SE 19,,14.2,1.14,0.0,routed,458.0,approach-review,1.0
89283012ccbffff,Valley Oak Villas SE 23,,7.7,0.61,28.0,routed,264.0,approach-review,1.0
89283012ccfffff,Valley Oak Villas SE 20,,6.8,0.54,338.0,routed,298.0,approach-review,1.0
89283012cd3ffff,Carriage Hills North N 20,,19.6,1.57,38.0,routed,215.0,approach-review,1.0
89283012cd7ffff,Carriage Hills North N 21,,22.1,1.77,0.0,routed,416.0,approach-review,1.0
89283012cdbffff,Carriage Hills North N 23,,17.8,1.42,0.0,routed,475.0,approach-review,1.0
89283012d03ffff,Glenwood,,16.0,1.28,1292.0,routed,129.0,approach-review,1.0
89283012d07ffff,Olympian Hills S 2,,6.9,0.55,1059.0,routed,160.0,approach-review,1.0
89283012d0bffff,Devonwood,,16.9,1.35,2696.0,routed,75.0,network-estimate,1.0
89283012d0fffff,Olympian Hills S,,14.1,1.13,1847.0,routed,31.0,network-estimate,1.0
89283012d13ffff,Glenwood SW,,11.5,0.92,1636.0,routed,89.0,network-estimate,1.0
89283012d17ffff,Glenwood W,,4.9,0.39,1003.0,routed,108.0,approach-review,1.0
89283012d1bffff,Wildwood SW,,17.4,1.4,2456.0,routed,7.0,network-estimate,1.0
89283012d23ffff,Olympian Hills W,,22.4,1.79,1573.0,routed,134.0,approach-review,1.0
89283012d27ffff,Olympian Hills W 3,,14.6,1.17,0.0,routed,125.0,approach-review,1.0
89283012d2bffff,Olympian Hills NW,,21.1,1.68,1839.0,routed,27.0,network-estimate,1.0
89283012d2fffff,Hercules W,,16.8,1.34,411.0,routed,97.0,network-estimate,1.0
89283012d33ffff,Olympian Hills SW 2,,6.8,0.55,1693.0,routed,159.0,approach-review,1.0
89283012d37ffff,Olympian Hills W 2,,8.4,0.67,916.0,routed,32.0,network-estimate,1.0
89283012d3bffff,Olympian Hills SW,,18.6,1.49,1975.0,routed,31.0,network-estimate,1.0
89283012d43ffff,Forest Past SE,,10.1,0.81,1143.0,routed,128.0,approach-review,1.0
89283012d47ffff,Forest Past,,18.3,1.46,1271.0,routed,136.0,approach-review,1.0
89283012d4bffff,Forest Past E,,7.8,0.63,398.0,routed,125.0,approach-review,1.0
89283012d4fffff,Forest Past NE,,13.5,1.08,915.0,routed,62.0,network-estimate,1.0
89283012d53ffff,Valley Oak Villas,,12.7,1.01,1230.0,routed,78.0,network-estimate,1.0
89283012d57ffff,Wildwood,,19.8,1.59,1689.0,routed,124.0,approach-review,1.0
89283012d5bffff,Valley Oak Villas E,,9.1,0.73,1715.0,routed,36.0,network-estimate,1.0
89283012d63ffff,Olympian Hills NE,,22.8,1.83,653.0,routed,143.0,approach-review,1.0
89283012d67ffff,Olympian Hills N,,24.7,1.98,1555.0,routed,1.0,network-estimate,1.0
89283012d6bffff,Dylan Apartment Homes SE,,22.6,1.81,1966.0,routed,54.0,network-estimate,1.0
89283012d6fffff,Dylan Apartment Homes,,27.8,2.22,1459.0,routed,120.0,approach-review,1.0
89283012d73ffff,Olympian Hills E,,16.6,1.33,1045.0,routed,109.0,approach-review,1.0
89283012d77ffff,Olympian Hills,,18.9,1.51,1741.0,routed,58.0,network-estimate,1.0
89283012d7bffff,Devonwood NE,,18.9,1.51,2090.0,routed,56.0,network-estimate,1.0
89283012d83ffff,Westwood SW 2,,10.2,0.81,1188.0,routed,47.0,network-estimate,1.0
89283012d87ffff,Pinole SE 3,,7.5,0.6,1234.0,routed,19.0,network-estimate,1.0
89283012d8bffff,Westwood SW,,11.3,0.9,871.0,routed,216.0,approach-review,1.0
89283012d8fffff,Glenwood SW 2,,5.5,0.44,1132.0,routed,92.0,network-estimate,1.0
89283012d93ffff,Westwood SW 3,,6.5,0.52,806.0,routed,119.0,approach-review,1.0
89283012d97ffff,Pinole SE 4,,13.1,1.04,463.0,routed,146.0,approach-review,1.0
89283012d9bffff,Westwood S 2,,9.3,0.75,286.0,routed,92.0,network-estimate,1.0
89283012da3ffff,Pinole E,,4.7,0.38,1139.0,routed,53.0,network-estimate,1.0
89283012da7ffff,Pinole N,,15.1,1.21,1277.0,routed,71.0,network-estimate,1.0
89283012dabffff,Fernandez Park,,0.9,0.07,1060.0,routed,33.0,network-estimate,1.0
89283012dafffff,Pinole NE,,5.9,0.47,1332.0,routed,150.0,approach-review,1.0
89283012db3ffff,Pinole SE,,9.5,0.76,1114.0,routed,68.0,network-estimate,1.0
89283012db7ffff,Pinole,,10.7,0.86,1517.0,routed,59.0,network-estimate,1.0
89283012dbbffff,Pinole E 2,,3.0,0.24,1585.0,routed,23.0,network-estimate,1.0
89283012dc3ffff,Westwood SE,,22.2,1.77,1382.0,routed,110.0,approach-review,1.0
89283012dc7ffff,Westwood,,15.1,1.21,538.0,routed,236.0,approach-review,1.0
89283012dcbffff,Valley Oak Villas S,,17.7,1.42,457.0,routed,138.0,approach-review,1.0
89283012dcfffff,Westwood E,,17.1,1.37,743.0,routed,200.0,approach-review,1.0
89283012dd3ffff,Westwood SE 2,,16.8,1.34,1040.0,routed,89.0,network-estimate,1.0
89283012dd7ffff,Westwood S,,16.4,1.31,286.0,routed,273.0,approach-review,1.0
89283012ddbffff,Westwood SE 3,,25.3,2.02,233.0,routed,275.0,approach-review,1.0
89283012e1bffff,Alexandria Victoria By the Bay E 15,,39.3,3.15,0.0,routed,252.0,approach-review,0.034
89283012e2fffff,Alexandria Victoria By the Bay E 14,,41.9,3.35,0.0,routed,491.0,approach-review,0.072
89283012e67ffff,Bayo Vista SE 21,,46.5,3.72,0.0,routed,567.0,approach-review,0.222
89283012e6fffff,Bayo Vista SE 22,,51.2,4.1,0.0,routed,803.0,approach-review,0.021
89283012e83ffff,Valley Oak Villas E 30,,22.0,1.76,257.0,routed,256.0,approach-review,0.977
89283012e87ffff,Valley Oak Villas E 26,,18.3,1.46,961.0,routed,189.0,approach-review,1.0
89283012e8bffff,Valley Oak Villas E 33,,24.6,1.97,0.0,routed,210.0,approach-review,0.13
89283012e8fffff,Valley Oak Villas E 29,,24.6,1.96,177.0,routed,207.0,approach-review,0.462
89283012e93ffff,Valley Oak Villas E 31,,17.5,1.4,1162.0,routed,106.0,approach-review,1.0
89283012e97ffff,Valley Oak Villas E 27,,13.0,1.04,1031.0,routed,181.0,approach-review,1.0
89283012e9bffff,Valley Oak Villas E 34,,23.3,1.87,95.0,routed,191.0,approach-review,0.927
89283012ea3ffff,Valley Oak Villas E 21,,24.4,1.95,317.0,routed,330.0,approach-review,0.248
89283012ea7ffff,Valley Oak Villas E 17,,24.5,1.96,293.0,routed,193.0,approach-review,0.37
89283012eb3ffff,Valley Oak Villas E 22,,20.3,1.63,1209.0,routed,101.0,approach-review,1.0
89283012eb7ffff,Valley Oak Villas E 18,,21.2,1.69,630.0,routed,243.0,approach-review,0.997
89283012ebbffff,Valley Oak Villas E 25,,21.2,1.7,766.0,routed,154.0,approach-review,0.512
89283012ec3ffff,Valley Oak Villas E 40,,34.8,2.78,0.0,routed,463.0,approach-review,1.0
89283012ec7ffff,Valley Oak Villas E 36,,29.3,2.34,0.0,routed,396.0,approach-review,0.207
89283012ecbffff,Valley Oak Villas E 42,,53.4,4.27,0.0,routed,289.0,approach-review,0.814
89283012ecfffff,Valley Oak Villas E 39,,49.5,3.96,0.0,routed,142.0,approach-review,0.723
89283012ed3ffff,Valley Oak Villas E 41,,33.1,2.65,0.0,routed,421.0,approach-review,1.0
89283012ed7ffff,Valley Oak Villas E 37,,28.8,2.31,0.0,routed,362.0,approach-review,0.435
89283012edbffff,Valley Oak Villas E 43,,47.8,3.83,0.0,routed,206.0,approach-review,1.0
8928301601bffff,Tara Hills Mobile Manor NW 162,,156.2,12.5,0.0,routed,3790.0,approach-review,0.139
89283016043ffff,Tara Hills Mobile Manor NW 158,,159.3,12.74,0.0,routed,4035.0,approach-review,0.999
89283016047ffff,Tara Hills Mobile Manor NW 167,,161.9,12.95,0.0,routed,4243.0,approach-review,0.015
8928301604bffff,Tara Hills Mobile Manor NW 156,,161.3,12.9,0.0,routed,4199.0,approach-review,1.0
8928301604fffff,Tara Hills Mobile Manor NW 165,,163.6,13.09,0.0,routed,4385.0,approach-review,0.291
89283016053ffff,Tara Hills Mobile Manor NW 147,,154.9,12.39,0.0,routed,3684.0,approach-review,1.0
89283016057ffff,Tara Hills Mobile Manor NW 160,,157.5,12.6,0.0,routed,3897.0,approach-review,0.623
8928301605bffff,Tara Hills Mobile Manor NW 144,,156.9,12.55,0.0,routed,3846.0,approach-review,1.0
8928301608bffff,Tara Hills Mobile Manor NW 154,,151.2,12.1,0.0,routed,3393.0,approach-review,0.297
89283016093ffff,Tara Hills Mobile Manor NW 152,,147.2,11.78,0.0,routed,3072.0,approach-review,0.486
8928301609bffff,Tara Hills Mobile Manor NW 146,,147.3,11.78,0.0,routed,3076.0,approach-review,0.935
892830160c3ffff,Tara Hills Mobile Manor NW 138,,148.9,11.92,0.0,routed,3210.0,approach-review,1.0
892830160c7ffff,Tara Hills Mobile Manor NW 153,,152.0,12.16,0.0,routed,3454.0,approach-review,0.795
892830160cbffff,Tara Hills Mobile Manor NW 135,,150.5,12.04,0.0,routed,3335.0,approach-review,1.0
892830160cfffff,Tara Hills Mobile Manor NW 150,,153.2,12.26,0.0,routed,3553.0,approach-review,1.0
892830160d3ffff,Tara Hills Mobile Manor NW 127,,144.7,11.58,0.0,routed,2870.0,approach-review,1.0
892830160d7ffff,Tara Hills Mobile Manor NW 141,,147.9,11.83,0.0,routed,3123.0,approach-review,1.0
892830160dbffff,Tara Hills Mobile Manor NW 125,,146.1,11.69,0.0,routed,2986.0,approach-review,1.0
89283016203ffff,Tara Hills Mobile Manor NW 169,,173.5,13.88,0.0,routed,5174.0,approach-review,1.0
89283016207ffff,Tara Hills Mobile Manor NW 172,,175.1,14.01,0.0,routed,5301.0,approach-review,0.286
8928301620bffff,Tara Hills Mobile Manor NW 170,,176.5,14.12,0.0,routed,5415.0,approach-review,1.0
8928301620fffff,Tara Hills Mobile Manor NW 173,,177.9,14.23,0.0,routed,5524.0,approach-review,0.57
89283016213ffff,Tara Hills Mobile Manor NW 161,,169.1,13.53,0.0,routed,4825.0,approach-review,1.0
89283016217ffff,Tara Hills Mobile Manor NW 168,,170.7,13.65,0.0,routed,4949.0,approach-review,0.999
8928301621bffff,Tara Hills Mobile Manor NW 163,,172.2,13.77,0.0,routed,5069.0,approach-review,1.0
89283016243ffff,Tara Hills Mobile Manor N 49,,178.8,14.3,0.0,routed,5595.0,approach-review,1.0
89283016247ffff,Tara Hills Mobile Manor N 50,,179.7,14.37,0.0,routed,5669.0,approach-review,1.0
8928301624bffff,Bayside Apartment Homes NW 73,,182.3,14.58,0.0,routed,5875.0,approach-review,1.0
8928301624fffff,Bayside Apartment Homes NW 76,,183.0,14.64,0.0,routed,5934.0,approach-review,1.0
89283016253ffff,Tara Hills Mobile Manor N 47,,174.6,13.96,0.0,routed,5259.0,approach-review,1.0
89283016257ffff,Tara Hills Mobile Manor N 48,,175.4,14.03,0.0,routed,5326.0,approach-review,1.0
8928301625bffff,Bayside Apartment Homes NW 69,,178.1,14.25,0.0,routed,5543.0,approach-review,1.0
89283016263ffff,Tara Hills Mobile Manor N 53,,185.2,14.82,0.0,routed,6110.0,approach-review,0.049
8928301626bffff,Bayside Apartment Homes NW 83,,188.3,15.06,0.0,routed,6357.0,approach-review,0.282
89283016273ffff,Tara Hills Mobile Manor N 51,,180.8,14.47,0.0,routed,5762.0,approach-review,0.84
8928301627bffff,Tara Hills Mobile Manor N 52,,184.0,14.72,0.0,routed,6012.0,approach-review,0.999
89283016283ffff,Tara Hills Mobile Manor NW 145,,161.9,12.95,0.0,routed,4245.0,approach-review,1.0
89283016287ffff,Tara Hills Mobile Manor NW 157,,163.7,13.09,0.0,routed,4387.0,approach-review,1.0
8928301628bffff,Tara Hills Mobile Manor NW 148,,164.8,13.18,0.0,routed,4476.0,approach-review,1.0
8928301628fffff,Tara Hills Mobile Manor NW 159,,166.3,13.3,0.0,routed,4597.0,approach-review,1.0
89283016293ffff,Tara Hills Mobile Manor NW 131,,157.5,12.6,0.0,routed,3894.0,approach-review,1.0
89283016297ffff,Tara Hills Mobile Manor NW 143,,159.2,12.74,0.0,routed,4034.0,approach-review,1.0
8928301629bffff,Tara Hills Mobile Manor NW 133,,160.4,12.83,0.0,routed,4128.0,approach-review,1.0
892830162abffff,Tara Hills Mobile Manor NW 171,,172.5,13.8,0.0,routed,5094.0,approach-review,0.052
892830162b3ffff,Tara Hills Mobile Manor NW 164,,165.7,13.26,0.0,routed,4552.0,approach-review,0.575
892830162bbffff,Tara Hills Mobile Manor NW 166,,168.1,13.45,0.0,routed,4741.0,approach-review,0.844
892830162c3ffff,Tara Hills Mobile Manor NW 139,,166.9,13.35,0.0,routed,4645.0,approach-review,1.0
892830162c7ffff,Tara Hills Mobile Manor NW 151,,167.9,13.43,0.0,routed,4723.0,approach-review,1.0
892830162cbffff,Tara Hills Mobile Manor N 45,,170.4,13.63,0.0,routed,4924.0,approach-review,1.0
892830162cfffff,Tara Hills Mobile Manor N 46,,171.1,13.69,0.0,routed,4985.0,approach-review,1.0
892830162d3ffff,Tara Hills Mobile Manor NW 124,,162.7,13.01,0.0,routed,4308.0,approach-review,1.0
892830162d7ffff,Tara Hills Mobile Manor NW 136,,163.6,13.08,0.0,routed,4379.0,approach-review,1.0
892830162dbffff,Tara Hills Mobile Manor N 43,,166.2,13.3,0.0,routed,4593.0,approach-review,1.0
89283016403ffff,Tara Hills Mobile Manor NW 113,,131.9,10.55,0.0,routed,2070.0,approach-review,1.0
89283016407ffff,Tara Hills Mobile Manor NW 126,,136.0,10.88,0.0,routed,2400.0,approach-review,1.0
8928301640bffff,Tara Hills Mobile Manor NW 105,,132.3,10.58,0.0,routed,1876.0,approach-review,1.0
8928301640fffff,Tara Hills Mobile Manor NW 117,,136.3,10.9,0.0,routed,2196.0,approach-review,1.0
89283016413ffff,San Marcos Apartments NW 56,,128.8,10.3,0.0,routed,1843.0,approach-review,1.0
89283016417ffff,San Marcos Apartments NW 62,,133.1,10.65,0.0,routed,2184.0,approach-review,1.0
8928301641bffff,Tara Hills Mobile Manor NW 100,,127.8,10.23,0.0,routed,1746.0,approach-review,1.0
89283016423ffff,Tara Hills Mobile Manor NW 149,,143.3,11.46,0.0,routed,2985.0,approach-review,0.357
8928301642bffff,Tara Hills Mobile Manor NW 142,,143.7,11.49,0.0,routed,2789.0,approach-review,1.0
8928301642fffff,Tara Hills Mobile Manor NW 155,,147.1,11.77,0.0,routed,3251.0,approach-review,0.048
89283016433ffff,Tara Hills Mobile Manor NW 140,,140.2,11.21,0.0,routed,2735.0,approach-review,0.873
8928301643bffff,Tara Hills Mobile Manor NW 134,,139.3,11.14,0.0,routed,2661.0,approach-review,1.0
89283016443ffff,Tara Hills Mobile Manor NW 89,,129.0,10.32,0.0,routed,1612.0,approach-review,1.0
89283016447ffff,Tara Hills Mobile Manor NW 101,,132.3,10.58,0.0,routed,1879.0,approach-review,1.0
8928301644bffff,Tara Hills Mobile Manor NW 83,,130.5,10.44,0.0,routed,1733.0,approach-review,1.0
8928301644fffff,Tara Hills Mobile Manor NW 94,,133.2,10.66,0.0,routed,1950.0,approach-review,1.0
89283016453ffff,Tara Hills Mobile Manor NW 82,,124.8,9.99,0.0,routed,1282.0,approach-review,1.0
89283016457ffff,Tara Hills Mobile Manor NW 93,,128.4,10.27,0.0,routed,1569.0,approach-review,1.0
8928301645bffff,Tara Hills Mobile Manor NW 75,,126.1,10.09,0.0,routed,1382.0,approach-review,1.0
89283016463ffff,Tara Hills Mobile Manor NW 123,,139.8,11.18,0.0,routed,2477.0,approach-review,1.0
89283016467ffff,Tara Hills Mobile Manor NW 137,,143.4,11.47,0.0,routed,2769.0,approach-review,1.0
8928301646bffff,Tara Hills Mobile Manor NW 116,,140.5,11.24,0.0,routed,2533.0,approach-review,1.0
8928301646fffff,Tara Hills Mobile Manor NW 129,,143.8,11.5,0.0,routed,2796.0,approach-review,1.0
89283016473ffff,Tara Hills Mobile Manor NW 114,,135.9,10.87,0.0,routed,2169.0,approach-review,1.0
89283016477ffff,Tara Hills Mobile Manor NW 128,,139.7,11.18,0.0,routed,2474.0,approach-review,1.0
8928301647bffff,Tara Hills Mobile Manor NW 108,,136.3,10.91,0.0,routed,2202.0,approach-review,1.0
89283016483ffff,San Marcos Apartments NW 55,,127.1,10.17,0.0,routed,1839.0,approach-review,1.0
89283016487ffff,San Marcos Apartments NW 61,,131.5,10.52,0.0,routed,2154.0,approach-review,1.0
8928301648bffff,San Marcos Apartments NW 53,,125.0,10.0,0.0,routed,1635.0,approach-review,1.0
8928301648fffff,San Marcos Apartments NW 59,,129.3,10.34,0.0,routed,1980.0,approach-review,1.0
89283016493ffff,San Marcos Apartments NW 52,,125.0,10.0,0.0,routed,1731.0,approach-review,1.0
89283016497ffff,San Marcos Apartments NW 57,,129.3,10.34,0.0,routed,2073.0,approach-review,1.0
8928301649bffff,San Marcos Apartments NW 49,,122.8,9.82,0.0,routed,1491.0,approach-review,1.0
