h3,name,holc,access_min,access_km,street_m,access_src,access_snap_m,access_quality,inside_frac
8928308e817ffff,Point Richmond W 49,,63.5,5.08,0.0,routed,1980.0,approach-review,0.242
8928308e81bffff,Point Richmond W 40,,56.6,4.52,0.0,routed,1423.0,approach-review,1.0
8928308e823ffff,Point Richmond W 56,,73.3,5.86,0.0,routed,2115.0,approach-review,0.362
8928308e82bffff,Point Richmond W 53,,93.4,7.48,0.0,routed,1484.0,approach-review,1.0
8928308e82fffff,Point Richmond W 57,,95.2,7.62,0.0,routed,1625.0,approach-review,0.618
8928308e833ffff,Point Richmond W 55,,71.2,5.7,0.0,routed,1951.0,approach-review,0.096
8928308e83bffff,Point Richmond W 52,,68.9,5.51,0.0,routed,1768.0,approach-review,1.0
8928308e843ffff,Point Richmond W 29,,55.7,4.46,0.0,routed,710.0,approach-review,1.0
8928308e847ffff,Point Richmond W 36,,59.3,4.74,0.0,routed,998.0,approach-review,1.0
8928308e84bffff,Point Richmond W 24,,61.9,4.95,0.0,routed,386.0,approach-review,1.0
8928308e84fffff,Point Richmond W 30,,62.3,4.99,0.0,routed,661.0,approach-review,1.0
8928308e853ffff,Point Richmond W 27,,51.8,4.15,0.0,routed,400.0,approach-review,1.0
8928308e857ffff,Point Richmond W 34,,56.0,4.48,0.0,routed,733.0,approach-review,1.0
8928308e85bffff,Point Richmond W 22,,53.2,4.25,0.0,routed,506.0,approach-review,1.0
8928308e863ffff,Point Richmond W 43,,69.6,5.57,0.0,routed,1246.0,approach-review,1.0
8928308e867ffff,Point Richmond W 50,,89.0,7.12,0.0,routed,1131.0,approach-review,1.0
8928308e86bffff,Point Richmond NW 39,,66.3,5.3,0.0,routed,980.0,approach-review,1.0
8928308e86fffff,Point Richmond NW 46,,82.3,6.58,0.0,routed,1055.0,approach-review,1.0
8928308e873ffff,Point Richmond W 42,,63.3,5.06,0.0,routed,1315.0,approach-review,1.0
8928308e877ffff,Point Richmond W 48,,73.5,5.88,0.0,routed,1553.0,approach-review,1.0
8928308e87bffff,Point Richmond W 37,,65.3,5.22,0.0,routed,1020.0,approach-review,1.0
8928308e88bffff,Point Richmond W 44,,58.4,4.67,0.0,routed,1571.0,approach-review,0.0
8928308e8c3ffff,Point Richmond W 31,,50.8,4.06,0.0,routed,960.0,approach-review,1.0
8928308e8c7ffff,Point Richmond W 38,,55.0,4.4,0.0,routed,1296.0,approach-review,0.96
8928308e8cbffff,Point Richmond W 25,,47.8,3.83,0.0,routed,726.0,approach-review,1.0
8928308e8cfffff,Point Richmond W 32,,52.2,4.18,0.0,routed,1075.0,approach-review,1.0
8928308e8d3ffff,Point Richmond W 33,,50.9,4.07,0.0,routed,970.0,approach-review,0.64
8928308e8d7ffff,Point Richmond W 39,,54.5,4.36,0.0,routed,1258.0,approach-review,0.245
8928308e8dbffff,Point Richmond W 26,,46.8,3.74,0.0,routed,640.0,approach-review,1.0
8928308e94bffff,Point Richmond W 59,,96.3,7.71,0.0,routed,1715.0,approach-review,0.015
8928308ea03ffff,Point Richmond NW 23,,38.4,3.07,0.0,routed,325.0,approach-review,1.0
8928308ea07ffff,Point Richmond NW 27,,43.5,3.48,0.0,routed,340.0,approach-review,1.0
8928308ea0bffff,Point Richmond NW 21,,37.2,2.98,0.0,routed,229.0,approach-review,1.0
8928308ea0fffff,Point Richmond NW 26,,41.7,3.34,0.0,routed,199.0,approach-review,1.0
8928308ea13ffff,Point Richmond NW 19,,31.0,2.48,0.0,routed,324.0,approach-review,1.0
8928308ea17ffff,Point Richmond NW 24,,44.1,3.53,0.0,routed,398.0,approach-review,1.0
8928308ea1bffff,Point Richmond NW 17,,32.5,2.6,0.0,routed,149.0,approach-review,1.0
8928308ea23ffff,Point Richmond NW 37,,51.3,4.1,181.0,routed,373.0,approach-review,1.0
8928308ea27ffff,Point Richmond NW 44,,75.6,6.05,495.0,routed,136.0,approach-review,1.0
8928308ea2bffff,Point Richmond NW 36,,49.6,3.97,0.0,routed,236.0,approach-review,1.0
8928308ea2fffff,Point Richmond NW 42,,63.1,5.05,304.0,routed,409.0,approach-review,1.0
8928308ea33ffff,Point Richmond NW 32,,65.3,5.22,328.0,routed,215.0,approach-review,1.0
8928308ea37ffff,Point Richmond NW 38,,68.8,5.5,396.0,routed,67.0,network-estimate,1.0
8928308ea3bffff,Point Richmond NW 31,,45.4,3.63,0.0,routed,477.0,approach-review,1.0
8928308ea43ffff,Atchison Village NW 19,,35.9,2.87,0.0,routed,229.0,approach-review,1.0
8928308ea47ffff,Atchison Village NW 22,,41.4,3.32,0.0,routed,183.0,approach-review,1.0
8928308ea4bffff,Atchison Village NW 18,,39.7,3.18,0.0,routed,348.0,approach-review,1.0
8928308ea4fffff,Atchison Village NW 21,,41.5,3.32,0.0,routed,189.0,approach-review,1.0
8928308ea53ffff,Atchison Village NW 16,,30.8,2.46,0.0,routed,78.0,network-estimate,1.0
8928308ea57ffff,Point Richmond NW 18,,34.7,2.78,0.0,routed,184.0,approach-review,1.0
8928308ea5bffff,Atchison Village NW 15,,34.9,2.79,0.0,routed,105.0,approach-review,1.0
8928308ea63ffff,Atchison Village NW 25,,48.1,3.85,0.0,routed,28.0,network-estimate,1.0
8928308ea67ffff,Atchison Village NW 26,,51.9,4.15,0.0,routed,84.0,network-estimate,1.0
8928308ea6bffff,North Richmond W 29,,48.4,3.87,0.0,routed,236.0,approach-review,1.0
8928308ea6fffff,North Richmond W 34,,53.3,4.26,0.0,routed,214.0,approach-review,1.0
8928308ea73ffff,Atchison Village NW 24,,46.5,3.72,0.0,routed,72.0,network-estimate,1.0
8928308ea77ffff,Point Richmond NW 30,,48.4,3.87,0.0,routed,103.0,approach-review,1.0
8928308ea7bffff,Atchison Village NW 23,,43.6,3.48,0.0,routed,195.0,approach-review,1.0
8928308ea83ffff,Point Richmond NW 16,,34.6,2.77,360.0,routed,138.0,approach-review,1.0
8928308ea87ffff,Point Richmond NW 22,,41.9,3.35,349.0,routed,181.0,approach-review,1.0
8928308ea8bffff,Point Richmond NW 15,,35.9,2.87,0.0,routed,98.0,network-estimate,1.0
8928308ea8fffff,Point Richmond NW 20,,42.5,3.4,0.0,routed,236.0,approach-review,1.0
8928308ea93ffff,Point Richmond W 13,,70.3,5.62,0.0,routed,294.0,approach-review,1.0
8928308ea97ffff,Point Richmond W 18,,61.0,4.88,0.0,routed,312.0,approach-review,1.0
8928308ea9bffff,Point Richmond NW 12,,65.8,5.26,220.0,routed,50.0,detour-review,1.0
8928308eaa3ffff,Point Richmond NW 29,,58.2,4.66,0.0,routed,459.0,approach-review,1.0
8928308eaa7ffff,Point Richmond NW 35,,70.4,5.64,0.0,routed,629.0,approach-review,1.0
8928308eaabffff,Point Molate Beach Park,,49.2,3.94,361.0,routed,517.0,approach-review,1.0
8928308eaafffff,Point Richmond NW 34,,64.9,5.19,0.0,routed,492.0,approach-review,1.0
8928308eab3ffff,Point Richmond NW 28,,47.0,3.76,0.0,routed,483.0,approach-review,1.0
8928308eab7ffff,Point Richmond NW 33,,61.3,4.9,0.0,routed,702.0,approach-review,1.0
8928308eabbffff,Point Richmond NW 25,,44.9,3.59,363.0,routed,293.0,approach-review,1.0
8928308eac3ffff,Point Richmond NW 9,,23.5,1.88,0.0,routed,173.0,approach-review,1.0
8928308eac7ffff,Point Richmond NW 14,,26.6,2.13,0.0,routed,209.0,approach-review,1.0
8928308eacbffff,Point Richmond NW 10,,25.1,2.01,0.0,routed,172.0,approach-review,1.0
8928308eacfffff,Point Richmond NW 13,,30.1,2.41,0.0,routed,211.0,approach-review,1.0
8928308ead3ffff,Point Richmond NW 7,,20.1,1.61,130.0,routed,109.0,approach-review,1.0
8928308ead7ffff,Point Richmond NW 11,,25.4,2.04,0.0,routed,193.0,approach-review,1.0
8928308eadbffff,Point Richmond NW 6,,19.7,1.58,0.0,routed,17.0,network-estimate,1.0
8928308eb03ffff,Point Richmond NW 63,,87.5,7.0,0.0,routed,807.0,approach-review,1.0
8928308eb07ffff,Point Richmond NW 69,,104.3,8.34,0.0,routed,959.0,approach-review,1.0
8928308eb0bffff,Point Richmond NW 61,,90.0,7.2,0.0,routed,475.0,approach-review,1.0
8928308eb0fffff,Point Richmond NW 67,,93.5,7.48,0.0,routed,757.0,approach-review,1.0
8928308eb13ffff,Point Richmond NW 59,,84.7,6.77,0.0,routed,780.0,approach-review,1.0
8928308eb17ffff,Point Richmond NW 65,,89.0,7.12,0.0,routed,1124.0,approach-review,1.0
8928308eb1bffff,Point Richmond NW 57,,82.4,6.59,0.0,routed,600.0,approach-review,1.0
8928308eb23ffff,Point Richmond NW 78,,105.7,8.46,0.0,routed,1024.0,approach-review,1.0
8928308eb27ffff,Point Richmond NW 81,,110.8,8.86,0.0,routed,1241.0,approach-review,0.892
8928308eb2bffff,Point Richmond NW 76,,101.8,8.14,0.0,routed,708.0,approach-review,1.0
8928308eb2fffff,Point Richmond NW 80,,107.8,8.62,0.0,routed,805.0,approach-review,1.0
8928308eb33ffff,Point Richmond NW 75,,106.5,8.52,0.0,routed,1139.0,approach-review,1.0
8928308eb37ffff,Point Richmond NW 79,,109.6,8.77,0.0,routed,1386.0,approach-review,0.751
8928308eb3bffff,Point Richmond NW 73,,102.1,8.17,0.0,routed,782.0,approach-review,1.0
8928308eb43ffff,Point Richmond NW 54,,81.5,6.52,485.0,routed,213.0,approach-review,1.0
8928308eb47ffff,Point Richmond NW 60,,85.9,6.87,435.0,routed,143.0,approach-review,1.0
8928308eb4bffff,North Richmond W 56,,65.2,5.21,230.0,routed,154.0,approach-review,1.0
8928308eb4fffff,North Richmond W 61,,65.7,5.26,265.0,routed,197.0,approach-review,1.0
8928308eb53ffff,Point Richmond NW 49,,76.8,6.15,428.0,routed,226.0,approach-review,1.0
8928308eb57ffff,Point Richmond NW 55,,81.5,6.52,0.0,routed,418.0,approach-review,1.0
8928308eb5bffff,Point Richmond NW 48,,79.8,6.39,1091.0,routed,231.0,approach-review,1.0
8928308eb63ffff,North Richmond W 73,,94.5,7.56,531.0,routed,174.0,approach-review,1.0
8928308eb67ffff,North Richmond W 79,,99.3,7.94,0.0,routed,323.0,approach-review,1.0
8928308eb6bffff,North Richmond W 68,,97.2,7.77,685.0,routed,217.0,approach-review,1.0
8928308eb6fffff,North Richmond W 74,,99.4,7.95,479.0,routed,127.0,approach-review,1.0
8928308eb73ffff,Point Richmond NW 66,,95.5,7.64,216.0,routed,258.0,approach-review,1.0
8928308eb77ffff,Point Richmond NW 72,,97.7,7.82,0.0,routed,434.0,approach-review,1.0
8928308eb7bffff,North Richmond W 67,,100.7,8.06,279.0,routed,76.0,network-estimate,1.0
8928308eb83ffff,Point Richmond NW 58,,88.8,7.1,0.0,routed,1110.0,approach-review,1.0
8928308eb87ffff,Point Richmond NW 64,,92.1,7.37,0.0,routed,1379.0,approach-review,0.969
8928308eb8bffff,Point Richmond NW 56,,84.4,6.76,0.0,routed,763.0,approach-review,1.0
8928308eb8fffff,Point Richmond NW 62,,88.1,7.05,0.0,routed,1059.0,approach-review,1.0
8928308eb93ffff,Point Richmond W 54,,90.7,7.25,0.0,routed,1262.0,approach-review,1.0
8928308eb97ffff,Point Richmond W 58,,93.2,7.46,0.0,routed,1465.0,approach-review,0.819
8928308eb9bffff,Point Richmond NW 52,,86.1,6.89,0.0,routed,898.0,approach-review,1.0
8928308eba3ffff,Point Richmond NW 74,,96.3,7.7,0.0,routed,1712.0,approach-review,0.339
8928308ebabffff,Point Richmond NW 71,,94.6,7.57,0.0,routed,1375.0,approach-review,1.0
8928308ebafffff,Point Richmond NW 77,,111.0,8.88,0.0,routed,1500.0,approach-review,0.545
8928308ebb3ffff,Point Richmond NW 70,,95.9,7.67,0.0,routed,1677.0,approach-review,0.144
8928308ebbbffff,Point Richmond NW 68,,92.2,7.37,0.0,routed,1380.0,approach-review,1.0
8928308ebc3ffff,Point Richmond NW 47,,77.1,6.16,0.0,routed,172.0,approach-review,1.0
8928308ebc7ffff,Point Richmond NW 53,,80.5,6.44,0.0,routed,445.0,approach-review,1.0
8928308ebcbffff,Point Richmond NW 45,,73.6,5.89,300.0,routed,183.0,approach-review,1.0
8928308ebcfffff,Point Richmond NW 51,,78.4,6.27,0.0,routed,279.0,approach-review,1.0
8928308ebd3ffff,Point Richmond NW 43,,77.0,6.16,0.0,routed,728.0,approach-review,1.0
8928308ebd7ffff,Point Richmond NW 50,,81.6,6.53,0.0,routed,534.0,approach-review,1.0
8928308ebdbffff,Point Richmond NW 40,,72.5,5.8,0.0,routed,367.0,approach-review,1.0
8928308ec4bffff,Point Richmond SW 23,,47.1,3.77,0.0,routed,2175.0,approach-review,0.001
8928308ec6bffff,Point Richmond W 35,,52.5,4.2,0.0,routed,1099.0,approach-review,0.0
8928308ee03ffff,Point Richmond SW 10,,21.2,1.7,0.0,routed,1075.0,approach-review,1.0
8928308ee07ffff,Point Richmond W 12,,32.4,2.6,0.0,routed,1144.0,approach-review,1.0
8928308ee0bffff,Point Richmond W 6,,17.0,1.36,0.0,routed,742.0,approach-review,1.0
8928308ee0fffff,Point Richmond W 8,,27.5,2.2,0.0,routed,893.0,approach-review,1.0
8928308ee13ffff,Point Richmond SW 12,,22.8,1.82,0.0,routed,1289.0,approach-review,1.0
8928308ee17ffff,Point Richmond SW 14,,25.6,2.04,0.0,routed,1424.0,approach-review,1.0
8928308ee1bffff,Point Richmond SW 8,,18.3,1.46,0.0,routed,926.0,approach-review,1.0
8928308ee23ffff,Point Richmond W 14,,43.5,3.48,0.0,routed,375.0,approach-review,1.0
8928308ee27ffff,Point Richmond W 20,,46.6,3.73,0.0,routed,630.0,approach-review,1.0
8928308ee2bffff,Point Richmond W 11,,29.4,2.35,0.0,straightline,538.0,detour-review,1.0
8928308ee2fffff,Point Richmond W 16,,53.1,4.25,0.0,routed,501.0,approach-review,1.0
8928308ee33ffff,Point Richmond W 15,,39.1,3.13,0.0,routed,30.0,network-estimate,1.0
8928308ee37ffff,Point Richmond W 19,,43.5,3.48,0.0,routed,378.0,approach-review,1.0
8928308ee3bffff,Point Richmond W 10,,43.2,3.46,0.0,routed,357.0,approach-review,1.0
8928308ee43ffff,Point Richmond SW 3,,9.2,0.74,0.0,routed,258.0,approach-review,1.0
8928308ee47ffff,Point Richmond W 3,,13.5,1.08,0.0,routed,456.0,approach-review,1.0
8928308ee4bffff,Point Richmond SW,,5.4,0.43,2252.0,routed,62.0,network-estimate,1.0
8928308ee4fffff,Point Richmond W,,9.2,0.73,661.0,routed,120.0,approach-review,1.0
8928308ee53ffff,Point Richmond SW 4,,12.4,0.99,0.0,routed,455.0,approach-review,1.0
8928308ee57ffff,Point Richmond SW 5,,13.7,1.1,0.0,routed,618.0,approach-review,1.0
8928308ee5bffff,Point Richmond SW 2,,11.6,0.93,618.0,routed,100.0,network-estimate,1.0
8928308ee63ffff,Point Richmond W 5,,19.8,1.58,0.0,routed,273.0,approach-review,1.0
8928308ee67ffff,Point Richmond W 9,,71.2,5.69,0.0,routed,252.0,detour-review,1.0
8928308ee6bffff,Point Richmond NW 5,,15.1,1.21,688.0,routed,118.0,approach-review,1.0
8928308ee6fffff,Point Richmond NW 8,,20.3,1.62,0.0,routed,172.0,approach-review,1.0
8928308ee73ffff,Point Richmond W 4,,18.3,1.47,0.0,routed,595.0,approach-review,1.0
8928308ee77ffff,Point Richmond W 7,,24.7,1.98,0.0,routed,526.0,approach-review,1.0
8928308ee7bffff,Point Richmond W 2,,13.8,1.11,80.0,routed,279.0,approach-review,1.0
8928308ee83ffff,Point Richmond SW 19,,39.4,3.15,0.0,routed,1557.0,approach-review,1.0
8928308ee87ffff,Point Richmond SW 20,,43.2,3.45,0.0,routed,1859.0,approach-review,0.968
8928308ee8bffff,Point Richmond SW 15,,35.5,2.84,0.0,routed,1242.0,approach-review,1.0
8928308ee8fffff,Point Richmond SW 16,,27.4,2.19,0.0,routed,1567.0,approach-review,1.0
8928308ee93ffff,Waterline W 19,,43.6,3.49,0.0,routed,1307.0,approach-review,0.654
8928308ee97ffff,Point Richmond SW 22,,47.6,3.81,0.0,routed,1624.0,approach-review,0.258
8928308ee9bffff,Point Richmond SW 17,,35.9,2.87,0.0,routed,1279.0,approach-review,1.0
8928308eea3ffff,Point Richmond W 23,,46.5,3.72,0.0,routed,620.0,approach-review,1.0
8928308eea7ffff,Point Richmond W 28,,48.0,3.84,0.0,routed,736.0,approach-review,0.964
8928308eeabffff,Point Richmond W 17,,42.9,3.43,0.0,routed,333.0,approach-review,1.0
8928308eeafffff,Point Richmond W 21,,43.4,3.47,0.0,routed,372.0,approach-review,1.0
8928308eeb3ffff,Point Richmond SW 21,,50.5,4.04,0.0,routed,939.0,approach-review,0.647
8928308eeb7ffff,Point Richmond SW 24,,50.8,4.06,0.0,routed,961.0,approach-review,0.252
8928308eebbffff,Point Richmond SW 18,,40.3,3.22,0.0,routed,1769.0,approach-review,1.0
8928308eec3ffff,Point Richmond SW 9,,25.6,2.05,0.0,routed,699.0,approach-review,1.0
8928308eec7ffff,Point Richmond SW 11,,27.7,2.21,0.0,routed,1047.0,approach-review,1.0
8928308eecbffff,Point Richmond SW 6,,20.1,1.61,0.0,routed,440.0,approach-review,1.0
8928308eecfffff,Point Richmond SW 7,,16.6,1.33,0.0,routed,706.0,approach-review,1.0
8928308eed3ffff,Waterline W 12,,32.8,2.62,0.0,routed,440.0,approach-review,1.0
8928308eed7ffff,Point Richmond SW 13,,31.7,2.53,0.0,routed,940.0,approach-review,1.0
8928308eedbffff,Waterline W 10,,24.0,1.92,0.0,routed,326.0,approach-review,1.0
8928308f003ffff,Idaho Apartments NE,,18.6,1.49,1644.0,routed,120.0,approach-review,1.0
8928308f007ffff,Idaho Apartments NW,,15.9,1.27,1983.0,routed,70.0,network-estimate,1.0
8928308f00bffff,Idaho Apartments NE 2,,11.7,0.94,1933.0,routed,90.0,network-estimate,1.0
8928308f00fffff,Idaho Apartments N,,10.9,0.87,1445.0,routed,78.0,network-estimate,1.0
8928308f013ffff,Idaho Apartments SE,,20.5,1.64,1776.0,routed,40.0,network-estimate,1.0
8928308f017ffff,Idaho Apartments,,21.4,1.71,2303.0,routed,59.0,network-estimate,1.0
8928308f01bffff,Idaho Apartments E,,17.1,1.37,2049.0,routed,51.0,network-estimate,1.0
8928308f023ffff,Richmond Annex NE,,11.5,0.92,1592.0,routed,105.0,approach-review,1.0
8928308f027ffff,Richmond Annex N,,12.0,0.96,1732.0,routed,86.0,network-estimate,1.0
8928308f02bffff,Rose Park SW,,7.1,0.57,1522.0,routed,60.0,network-estimate,1.0
8928308f02fffff,Rose Park W,,7.7,0.61,1008.0,routed,37.0,network-estimate,1.0
8928308f033ffff,Richmond Annex SE,,14.7,1.18,2456.0,routed,131.0,approach-review,1.0
8928308f037ffff,Richmond Annex,,14.8,1.19,2457.0,routed,43.0,network-estimate,1.0
8928308f03bffff,Rose Park S,,10.1,0.81,1301.0,routed,80.0,network-estimate,1.0
8928308f043ffff,Kensington W 4,,15.9,1.27,1272.0,routed,194.0,approach-review,1.0
8928308f047ffff,El Cerrito SE 2,,11.3,0.91,1568.0,routed,117.0,approach-review,1.0
8928308f04bffff,Kensington W 2,,21.0,1.68,949.0,routed,141.0,approach-review,1.0
8928308f04fffff,El Cerrito SE 3,,15.4,1.23,1381.0,routed,116.0,approach-review,1.0
8928308f053ffff,Idaho Apartments E 4,,13.8,1.11,1539.0,routed,97.0,network-estimate,1.0
8928308f057ffff,Idaho Apartments E 3,,14.4,1.15,1591.0,routed,78.0,network-estimate,1.0
8928308f05bffff,Kensington SW 3,,18.2,1.46,831.0,routed,102.0,approach-review,1.0
8928308f063ffff,Cerrito Vista Park,,4.1,0.33,1276.0,routed,85.0,network-estimate,1.0
8928308f067ffff,Rose Park,,1.3,0.11,1277.0,routed,90.0,network-estimate,1.0
8928308f06bffff,El Cerrito E,,8.6,0.69,1138.0,routed,109.0,approach-review,1.0
8928308f06fffff,El Cerrito,,5.7,0.46,1066.0,routed,17.0,network-estimate,1.0
8928308f073ffff,El Cerrito S,,7.2,0.58,1796.0,routed,35.0,network-estimate,1.0
8928308f077ffff,Rose Park SE,,5.0,0.4,2091.0,routed,175.0,approach-review,1.0
8928308f07bffff,El Cerrito SE,,9.6,0.77,1516.0,routed,151.0,approach-review,1.0
8928308f083ffff,Albany Hill Park,,16.8,1.34,73.0,routed,75.0,network-estimate,0.202
8928308f087ffff,Albany Hill NW,,21.5,1.72,572.0,routed,44.0,network-estimate,0.824
8928308f08bffff,Idaho Apartments S 2,,16.3,1.3,1177.0,routed,36.0,network-estimate,0.788
8928308f08fffff,Idaho Apartments S,,21.9,1.75,1637.0,routed,38.0,network-estimate,1.0
8928308f0a3ffff,Richmond Annex S 2,,22.0,1.76,1713.0,routed,114.0,approach-review,1.0
8928308f0a7ffff,Richmond Annex SW 2,,20.8,1.66,341.0,routed,152.0,approach-review,1.0
8928308f0abffff,Idaho Apartments W,,20.6,1.65,2026.0,routed,94.0,network-estimate,1.0
8928308f0afffff,Richmond Annex S,,18.4,1.47,2012.0,routed,99.0,network-estimate,1.0
8928308f0b3ffff,Idaho Apartments SW 2,,27.3,2.19,957.0,routed,161.0,approach-review,1.0
8928308f0b7ffff,Richmond Annex S 3,,25.5,2.04,791.0,routed,401.0,approach-review,1.0
8928308f0bbffff,Idaho Apartments SW,,25.8,2.07,1643.0,routed,80.0,network-estimate,1.0
8928308f0c3ffff,Idaho Apartments SE 3,,8.5,0.68,531.0,routed,115.0,approach-review,0.805
8928308f0c7ffff,Idaho Apartments SE 2,,14.8,1.18,922.0,routed,33.0,network-estimate,1.0
8928308f0cbffff,Idaho Apartments E 5,,8.8,0.7,2219.0,routed,125.0,approach-review,1.0
8928308f0cfffff,Idaho Apartments E 2,,12.4,0.99,1691.0,routed,15.0,network-estimate,1.0
8928308f0d7ffff,Albany Hill,,11.1,0.89,109.0,routed,79.0,network-estimate,0.31
8928308f0dbffff,Thousand Oaks W 2,,4.7,0.38,1063.0,routed,88.0,network-estimate,0.572
8928308f103ffff,Crescent Park Apartments SW,,11.7,0.94,1089.0,routed,84.0,network-estimate,1.0
8928308f107ffff,Crescent Park Apartments W 2,,4.3,0.35,1265.0,routed,74.0,network-estimate,1.0
8928308f10bffff,Crescent Park Apartments,,2.3,0.18,1433.0,routed,37.0,network-estimate,1.0
8928308f10fffff,Crescent Park Apartments W,,3.2,0.25,1739.0,routed,72.0,network-estimate,1.0
8928308f113ffff,Crescent Park Apartments SW 2,,11.2,0.9,1282.0,routed,71.0,network-estimate,1.0
8928308f117ffff,Crescent Park Apartments SW 3,,8.9,0.71,10.0,routed,199.0,approach-review,1.0
8928308f11bffff,Crescent Park Apartments S,,3.0,0.24,1685.0,routed,130.0,approach-review,1.0
8928308f123ffff,Crescent Park Apartments NW 4,,4.3,0.34,771.0,routed,99.0,network-estimate,1.0
8928308f127ffff,Easter Hill Village E 2,,13.0,1.04,1145.0,routed,51.0,network-estimate,1.0
8928308f12bffff,Crescent Park Apartments NW 3,,11.5,0.92,1387.0,routed,118.0,approach-review,1.0
8928308f12fffff,Easter Hill Village E 3,,14.7,1.18,1927.0,routed,63.0,network-estimate,1.0
8928308f133ffff,Crescent Park Apartments W 4,,0.8,0.06,744.0,routed,46.0,network-estimate,1.0
8928308f137ffff,Easter Hill Village SE 2,,18.3,1.47,278.0,routed,45.0,network-estimate,1.0
8928308f13bffff,Crescent Park Apartments W 3,,5.3,0.42,1840.0,routed,78.0,network-estimate,1.0
8928308f143ffff,Crescent Park Apartments E,,6.6,0.53,1612.0,routed,106.0,approach-review,1.0
8928308f147ffff,Crescent Park Apartments NE,,7.2,0.57,1220.0,routed,109.0,approach-review,1.0
8928308f14bffff,Crescent Park Apartments E 3,,1.2,0.09,1073.0,routed,55.0,network-estimate,1.0
8928308f14fffff,Crescent Park Apartments NE 3,,6.6,0.53,1692.0,routed,74.0,network-estimate,1.0
8928308f153ffff,Crescent Park Apartments SE 3,,9.1,0.73,1740.0,routed,46.0,network-estimate,1.0
8928308f157ffff,Crescent Park Apartments SE,,3.7,0.3,1555.0,routed,109.0,approach-review,1.0
8928308f15bffff,Crescent Park Apartments E 2,,6.1,0.49,1661.0,routed,131.0,approach-review,1.0
8928308f163ffff,State Court Park,,7.1,0.57,1332.0,routed,47.0,network-estimate,1.0
8928308f167ffff,Crescent Park Apartments NW 2,,16.7,1.34,611.0,routed,121.0,approach-review,1.0
8928308f16bffff,Crescent Park Apartments N 2,,12.9,1.03,1211.0,routed,107.0,approach-review,1.0
8928308f16fffff,Crescent Park Apartments N 3,,14.4,1.15,1767.0,routed,137.0,approach-review,1.0
8928308f173ffff,Crescent Park Apartments N,,2.9,0.23,1160.0,routed,77.0,network-estimate,1.0
8928308f177ffff,Crescent Park Apartments NW,,5.3,0.43,1582.0,routed,92.0,network-estimate,1.0
